day,month,date,outlet_id,outlet_name,media_type,unit_of_analysis,topic_economy,topic_debates,topic_employment,topic_nhs,topic_polls,topic_schools,immigration,topic_eu,topic_housing,con_mention,lab_mention,ld_mention,snp_mention,pc_mention,ukip_mention,green_mention,cameron,miliband,clegg,sturgeon,wood,farage,bennett,tone_overall,posemo_overall,negemo_overall,con_tone,con_posemo,con_negemo,lab_tone,lab_posemo,lab_negemo,ld_tone,ld_posemo,ld_negemo,snp_tone,snp_posemo,snp_negemo,pc_tone,pc_posemo,pc_negemo,ukip_tone,ukip_posemo,ukip_negemo,green_tone,green_posemo,green_negemo,cameron_tone,cameron_posemo,cameron_negemo,miliband_tone,miliband_posemo,miliband_negemo,clegg_tone,clegg_posemo,clegg_negemo,sturgeon_tone,sturgeon_posemo,sturgeon_negemo,wood_tone,wood_posemo,wood_negemo,farage_tone,farage_posemo,farage_negemo,bennett_tone,bennett_posemo,bennett_negemo
26,4,26apr2015,84,Conservative party tweets,social_media,tweet,.23999999,0,.1,0,.02,0,0,0,.16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
27,4,27apr2015,84,Conservative party tweets,social_media,tweet,.31111112,0,.24444444,.022222223,0,.022222223,0,.022222223,.044444446, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
28,4,28apr2015,84,Conservative party tweets,social_media,tweet,.34090909,0,.11363637,.022727273,0,.022727273,0,0,.15909091, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
29,4,29apr2015,84,Conservative party tweets,social_media,tweet,.125,0,.1875,.020833334,0,.041666668,0,.020833334,.10416666, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30,4,30apr2015,84,Conservative party tweets,social_media,tweet,.22303921,.026960785,.13235295,.098039217,.0024509805,.017156864,.0073529412,.053921569,.05882353, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,5,01may2015,84,Conservative party tweets,social_media,tweet,.11904762,0,.14285715,.071428575,0,0,0,.023809524,.071428575, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,5,02may2015,84,Conservative party tweets,social_media,tweet,.029411765,0,.05882353,.05882353,0,.029411765,0,0,.029411765, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,5,03may2015,84,Conservative party tweets,social_media,tweet,.14285715,0,.047619049,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,5,04may2015,84,Conservative party tweets,social_media,tweet,.24324325,0,.13513513,0,.027027028,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,5,05may2015,84,Conservative party tweets,social_media,tweet,.17647059,0,.11764706,.019607844,0,.019607844,0,.039215688,.078431375, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5,06may2015,84,Conservative party tweets,social_media,tweet,.23529412,0,.05882353,.05882353,0,0,0,0,.039215688, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5,07may2015,84,Conservative party tweets,social_media,tweet,.14285715,0,.047619049,0,.095238097,0,0,0,.071428575, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30,3,30mar2015,85,Labour party tweets,social_media,tweet,.093023255,0,.046511628,.023255814,0,0,0,.023255814,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31,3,31mar2015,85,Labour party tweets,social_media,tweet,.10344828,0,.13793103,.034482758,0,0,0,0,.034482758, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,4,01apr2015,85,Labour party tweets,social_media,tweet,.017857144,0,.071428575,.017857144,0,0,0,0,.053571429, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,4,02apr2015,85,Labour party tweets,social_media,tweet,.048780486,.11707317,.029268293,.14146341,0,.024390243,.024390243,.019512195,.058536585, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,4,03apr2015,85,Labour party tweets,social_media,tweet,.02631579,.039473683,.013157895,.18421052,0,.013157895,.02631579,0,.02631579, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,4,04apr2015,85,Labour party tweets,social_media,tweet,.037037037,0,.018518519,.037037037,0,.018518519,0,0,.25925925, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,4,05apr2015,85,Labour party tweets,social_media,tweet,.045454547,0,.090909094,.045454547,0,0,0,0,.045454547, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,4,06apr2015,85,Labour party tweets,social_media,tweet,.073170729,0,.19512194,.073170729,0,0,.024390243,0,.048780486, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,4,07apr2015,85,Labour party tweets,social_media,tweet,.043956045,0,.043956045,.51648355,.010989011,0,0,.010989011,.032967035, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,4,08apr2015,85,Labour party tweets,social_media,tweet,.015151516,0,.16666667,.10606061,.045454547,0,0,0,.030303031, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,4,09apr2015,85,Labour party tweets,social_media,tweet,0,0,.07692308,.13461539,.01923077,.15384616,0,0,.057692308, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,4,10apr2015,85,Labour party tweets,social_media,tweet,0,0,.125,0,0,.0625,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11,4,11apr2015,85,Labour party tweets,social_media,tweet,.020408163,0,.040816326,.40816328,0,.020408163,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,4,12apr2015,85,Labour party tweets,social_media,tweet,.33333334,0,0,.16666667,0,.083333336,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,4,13apr2015,85,Labour party tweets,social_media,tweet,.084745765,0,.10169491,.076271184,0,.033898305,0,0,.076271184, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
14,4,14apr2015,85,Labour party tweets,social_media,tweet,.08510638,0,.14893617,.17021276,0,.021276595,0,0,.10638298, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,4,15apr2015,85,Labour party tweets,social_media,tweet,.052631579,0,.10526316,.052631579,0,.02631579,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,4,16apr2015,85,Labour party tweets,social_media,tweet,.074829929,.40136054,.06122449,.1632653,0,.027210884,.020408163,.0068027209,.06122449, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
17,4,17apr2015,85,Labour party tweets,social_media,tweet,.01369863,0,.08219178,0,0,.06849315,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18,4,18apr2015,85,Labour party tweets,social_media,tweet,.064516127,0,.064516127,0,0,0,.032258064,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,4,19apr2015,85,Labour party tweets,social_media,tweet,.027777778,0,0,.3611111,0,.027777778,0,.027777778,.083333336, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20,4,20apr2015,85,Labour party tweets,social_media,tweet,.013888889,0,.027777778,.43055555,.013888889,.027777778,0,0,.027777778, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21,4,21apr2015,85,Labour party tweets,social_media,tweet,.013888889,.027777778,.013888889,.56944442,0,.013888889,0,0,.041666668, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
22,4,22apr2015,85,Labour party tweets,social_media,tweet,.10416666,0,.041666668,.58333331,0,0,0,0,.083333336, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,4,23apr2015,85,Labour party tweets,social_media,tweet,.035714287,0,.017857144,.5535714,.035714287,.017857144,0,0,.053571429, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4,24apr2015,85,Labour party tweets,social_media,tweet,0,0,0,.086956523,0,.086956523,0,.086956523,.2173913, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
25,4,25apr2015,85,Labour party tweets,social_media,tweet,.047619049,0,0,.35714287,0,.023809524,0,0,.071428575, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26,4,26apr2015,85,Labour party tweets,social_media,tweet,.03846154,0,0,.23076923,0,0,0,0,.23076923, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
27,4,27apr2015,85,Labour party tweets,social_media,tweet,.039999999,0,0,0,0,.02,0,0,.62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
28,4,28apr2015,85,Labour party tweets,social_media,tweet,.068965517,0,.10344828,.034482758,0,.034482758,.20689656,0,.10344828, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
29,4,29apr2015,85,Labour party tweets,social_media,tweet,.039215688,.039215688,.13725491,.05882353,0,.019607844,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30,4,30apr2015,85,Labour party tweets,social_media,tweet,.03875969,.015503876,.023255814,.093023255,.007751938,.023255814,.007751938,0,.03875969, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,5,01may2015,85,Labour party tweets,social_media,tweet,0,0,0,.048780486,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,5,02may2015,85,Labour party tweets,social_media,tweet,0,0,0,.027777778,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,5,03may2015,85,Labour party tweets,social_media,tweet,.018867925,0,0,.056603774,.018867925,.32075471,0,0,.018867925, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,5,04may2015,85,Labour party tweets,social_media,tweet,.043478262,0,.021739131,.34782609,0,.021739131,0,0,.021739131, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,5,05may2015,85,Labour party tweets,social_media,tweet,0,0,.13513513,.24324325,0,.054054055,0,0,.027027028, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5,06may2015,85,Labour party tweets,social_media,tweet,0,0,.017241379,.1724138,0,.017241379,0,0,.05172414, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5,07may2015,85,Labour party tweets,social_media,tweet,.02247191,0,.02247191,.084269665,.12921348,.039325844,.0056179776,.0056179776,.050561797, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30,3,30mar2015,86,LibDem party tweets,social_media,tweet,.08219178,0,0,.047945205,0,.02739726,0,.006849315,.034246575, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31,3,31mar2015,86,LibDem party tweets,social_media,tweet,.22875817,.0065359478,.084967323,.30065361,0,.03267974,0,.013071896,.013071896, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,4,01apr2015,86,LibDem party tweets,social_media,tweet,.050000001,.039999999,.059999999,.1,0,.0099999998,.0099999998,0,.039999999, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,4,02apr2015,86,LibDem party tweets,social_media,tweet,.12614679,.02293578,.061926607,.16513762,.013761468,.057339448,.025229357,.020642202,.075688072, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,4,03apr2015,86,LibDem party tweets,social_media,tweet,.14814815,0,0,.22222222,0,.055555556,0,0,.018518519, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,4,04apr2015,86,LibDem party tweets,social_media,tweet,.1,0,0,.38333333,0,.033333335,0,0,.16666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,4,05apr2015,86,LibDem party tweets,social_media,tweet,.071428575,.047619049,0,.19047619,0,.023809524,0,0,.14285715, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,4,06apr2015,86,LibDem party tweets,social_media,tweet,.028571429,.028571429,0,.028571429,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,4,07apr2015,86,LibDem party tweets,social_media,tweet,.15463917,0,.072164945,.15463917,0,.051546391,0,.020618556,.025773196, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,4,08apr2015,86,LibDem party tweets,social_media,tweet,.12138728,0,.06936416,.21965317,0,.057803467,.0057803467,.011560693,.092485547, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,4,09apr2015,86,LibDem party tweets,social_media,tweet,.096916303,.048458152,.035242289,.18061674,0,.079295151,.0088105723,.0044052862,.079295151, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,4,10apr2015,86,LibDem party tweets,social_media,tweet,.068571426,0,.011428571,.09714286,0,.051428571,0,.0057142857,.22857143, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11,4,11apr2015,86,LibDem party tweets,social_media,tweet,.034782607,0,.060869563,.45217392,.0086956518,.017391304,0,0,.026086956, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,4,12apr2015,86,LibDem party tweets,social_media,tweet,.20930232,0,.093023255,.20930232,0,.023255814,0,0,.046511628, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,4,13apr2015,86,LibDem party tweets,social_media,tweet,.18292683,0,.024390243,.1097561,0,.030487806,0,.0060975607,.085365854, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
14,4,14apr2015,86,LibDem party tweets,social_media,tweet,.048780486,0,.042682927,.10365853,.0060975607,.030487806,0,0,.17682926, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,4,15apr2015,86,LibDem party tweets,social_media,tweet,.090252705,0,.028880866,.086642601,0,.16245487,.0036101083,.0072202166,.068592057, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,4,16apr2015,86,LibDem party tweets,social_media,tweet,.10236221,.335958,.034120735,.12335958,.0026246719,.05511811,.01312336,.01312336,.070866145, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
17,4,17apr2015,86,LibDem party tweets,social_media,tweet,.2072072,.0090090092,.18018018,.027027028,.027027028,.0090090092,0,.0090090092,.063063063, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18,4,18apr2015,86,LibDem party tweets,social_media,tweet,.10810811,0,.081081077,.10810811,0,.054054055,0,.10810811,.35135135, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,4,19apr2015,86,LibDem party tweets,social_media,tweet,.0625,0,.0625,.09375,0,.03125,0,.03125,.1875, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20,4,20apr2015,86,LibDem party tweets,social_media,tweet,.062937066,.069930069,.020979021,.069930069,0,.21678321,.0069930069,.027972028,.13986014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21,4,21apr2015,86,LibDem party tweets,social_media,tweet,.060109291,.038251366,.016393442,.20218579,0,.027322404,.0054644807,.021857923,.027322404, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
22,4,22apr2015,86,LibDem party tweets,social_media,tweet,.28666666,.033333335,.12,.059999999,0,.06666667,.0066666668,0,.12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,4,23apr2015,86,LibDem party tweets,social_media,tweet,.12765957,.015957447,.015957447,.18617021,.0053191488,.04255319,.0053191488,0,.037234042, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4,24apr2015,86,LibDem party tweets,social_media,tweet,.22448979,.0068027209,.013605442,.088435374,0,.0068027209,0,.0068027209,.027210884, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
25,4,25apr2015,86,LibDem party tweets,social_media,tweet,.07692308,0,.028846154,.26923078,.01923077,.009615385,0,0,.048076924, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26,4,26apr2015,86,LibDem party tweets,social_media,tweet,.1369863,0,.02739726,.01369863,0,.01369863,0,.01369863,.15068494, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
27,4,27apr2015,86,LibDem party tweets,social_media,tweet,.11363637,.022727273,.022727273,.083333336,.0075757578,.098484851,.0075757578,0,.098484851, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
28,4,28apr2015,86,LibDem party tweets,social_media,tweet,.19047619,.023809524,.031746034,.039682541,.0079365084,.13492064,0,0,.031746034, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
29,4,29apr2015,86,LibDem party tweets,social_media,tweet,.068322979,.074534163,.024844721,.16770187,.0062111802,.23602484,.0062111802,.0062111802,.0931677, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30,4,30apr2015,86,LibDem party tweets,social_media,tweet,.12239584,.013020833,.044270832,.049479168,0,.049479168,.010416667,.036458332,.033854168, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,5,01may2015,86,LibDem party tweets,social_media,tweet,.072580643,.016129032,.016129032,.23387097,.0080645159,.032258064,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,5,02may2015,86,LibDem party tweets,social_media,tweet,.050359711,0,.057553958,.043165468,.035971224,.0071942448,.0071942448,0,.028776979, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,5,03may2015,86,LibDem party tweets,social_media,tweet,.070921987,0,.092198581,.11347517,.014184397,.070921987,.0070921984,.014184397,.028368793, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,5,04may2015,86,LibDem party tweets,social_media,tweet,.10869565,0,.021739131,.11594203,.050724637,.0072463769,.014492754,.014492754,.021739131, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,5,05may2015,86,LibDem party tweets,social_media,tweet,.047368422,.015789473,.021052632,.063157894,.02631579,.015789473,0,.0052631581,.021052632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5,06may2015,86,LibDem party tweets,social_media,tweet,.064102568,.012820513,.025641026,.051282052,.051282052,.07692308,0,0,.01923077, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5,07may2015,86,LibDem party tweets,social_media,tweet,.019769358,0,.0065897857,.074135087,.087314665,.019769358,0,.0016474464,.016474465, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30,3,30mar2015,87,UKIP party tweets,social_media,tweet,0,.02,.039999999,.1,0,0,0,.22,.059999999, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31,3,31mar2015,87,UKIP party tweets,social_media,tweet,.070422538,.014084507,.014084507,.056338027,0,.04225352,.21126761,.36619717,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,4,01apr2015,87,UKIP party tweets,social_media,tweet,.16129032,0,.096774191,.032258064,0,.032258064,.032258064,.16129032,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,4,02apr2015,87,UKIP party tweets,social_media,tweet,.073891625,.068965517,.073891625,.13300492,.014778325,.039408866,.078817733,.15763547,.044334974, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,4,03apr2015,87,UKIP party tweets,social_media,tweet,.046511628,.069767445,.023255814,.18604651,.046511628,.023255814,.023255814,.20930232,.023255814, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,4,04apr2015,87,UKIP party tweets,social_media,tweet,0,.071428575,0,0,0,.14285715,.14285715,.21428572,.14285715, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,4,05apr2015,87,UKIP party tweets,social_media,tweet,.16666667,.16666667,.11111111,.3888889,.27777779,0,.16666667,0,.055555556, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,4,06apr2015,87,UKIP party tweets,social_media,tweet,0,.034482758,0,.034482758,.034482758,.034482758,0,.034482758,.034482758, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,4,07apr2015,87,UKIP party tweets,social_media,tweet,.07272727,.054545455,.036363635,.12727273,0,.054545455,.054545455,.18181819,.090909094, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,4,08apr2015,87,UKIP party tweets,social_media,tweet,.0625,.03125,0,0,.03125,0,0,.28125,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,4,09apr2015,87,UKIP party tweets,social_media,tweet,.041666668,.14583333,.020833334,0,.041666668,.020833334,0,.0625,.041666668, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,4,10apr2015,87,UKIP party tweets,social_media,tweet,0,.043478262,0,0,0,0,0,.043478262,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11,4,11apr2015,87,UKIP party tweets,social_media,tweet,.052631579,0,0,.31578946,0,0,.052631579,.21052632,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,4,12apr2015,87,UKIP party tweets,social_media,tweet,.19047619,0,.047619049,.47619048,.047619049,0,0,.047619049,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,4,13apr2015,87,UKIP party tweets,social_media,tweet,.030303031,0,.030303031,.030303031,0,0,0,.090909094,.030303031, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
14,4,14apr2015,87,UKIP party tweets,social_media,tweet,.06666667,0,.06666667,0,0,0,.033333335,.06666667,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,4,15apr2015,87,UKIP party tweets,social_media,tweet,.029702971,0,.029702971,.069306932,0,.01980198,.03960396,.059405942,.03960396, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,4,16apr2015,87,UKIP party tweets,social_media,tweet,.039473683,.50657892,.0065789474,.11842106,.013157895,.019736841,.125,.092105262,.085526317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
17,4,17apr2015,87,UKIP party tweets,social_media,tweet,.088888891,.17777778,0,0,.022222223,0,0,.088888891,.15555556, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
