day,month,date,outlet_id,outlet_name,media_type,unit_of_analysis,topic_economy,topic_debates,topic_employment,topic_nhs,topic_polls,topic_schools,immigration,topic_eu,topic_housing,con_mention,lab_mention,ld_mention,snp_mention,pc_mention,ukip_mention,green_mention,cameron,miliband,clegg,sturgeon,wood,farage,bennett,tone_overall,posemo_overall,negemo_overall,con_tone,con_posemo,con_negemo,lab_tone,lab_posemo,lab_negemo,ld_tone,ld_posemo,ld_negemo,snp_tone,snp_posemo,snp_negemo,pc_tone,pc_posemo,pc_negemo,ukip_tone,ukip_posemo,ukip_negemo,green_tone,green_posemo,green_negemo,cameron_tone,cameron_posemo,cameron_negemo,miliband_tone,miliband_posemo,miliband_negemo,clegg_tone,clegg_posemo,clegg_negemo,sturgeon_tone,sturgeon_posemo,sturgeon_negemo,wood_tone,wood_posemo,wood_negemo,farage_tone,farage_posemo,farage_negemo,bennett_tone,bennett_posemo,bennett_negemo
13,4,13apr2015,79,LibDem candidate tweets,social_media,tweet,.061631139,.0092678405,.032900833,.10333642,.011121409,.048192769,.0083410563,.027340129,.063021317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
14,4,14apr2015,79,LibDem candidate tweets,social_media,tweet,.041070603,.018920166,.032764189,.08260268,.0041532074,.038763266,.0032302723,.026765114,.15366867, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,4,15apr2015,79,LibDem candidate tweets,social_media,tweet,.062230214,.012230216,.026618704,.086690649,.0046762591,.10107914,.0057553956,.023381295,.055395685, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,4,16apr2015,79,LibDem candidate tweets,social_media,tweet,.046173718,.17177914,.021956732,.08685825,.01130126,.059735227,.014853084,.024216983,.0610268, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
17,4,17apr2015,79,LibDem candidate tweets,social_media,tweet,.053752534,.045638945,.058316428,.086714,.013184584,.046653144,.0035496957,.034989856,.047160242, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18,4,18apr2015,79,LibDem candidate tweets,social_media,tweet,.044951592,.017289074,.029737206,.085753806,.0096818814,.038727526,.0069156294,.044260029,.072614111, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,4,19apr2015,79,LibDem candidate tweets,social_media,tweet,.046290424,.019023463,.020925809,.070386812,.0063411542,.043753963,.016487001,.037412807,.084337346, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20,4,20apr2015,79,LibDem candidate tweets,social_media,tweet,.039322775,.022392135,.027307482,.084107049,.007646095,.095576189,.018022938,.027853632,.083560899, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21,4,21apr2015,79,LibDem candidate tweets,social_media,tweet,.037659034,.022391858,.022900764,.16132316,.0050890585,.078880407,.013231552,.026463104,.053944021, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
22,4,22apr2015,79,LibDem candidate tweets,social_media,tweet,.066793896,.022423664,.072519086,.094465651,.0047709923,.062977098,.0081106871,.025286259,.053435113, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,4,23apr2015,79,LibDem candidate tweets,social_media,tweet,.049325462,.024451939,.023187185,.14165261,.005480607,.063237771,.0096964585,.026559865,.056492411, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4,24apr2015,79,LibDem candidate tweets,social_media,tweet,.070466325,.0093264244,.024352331,.10207254,.0077720205,.064248703,.005181347,.026943006,.047668394, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
25,4,25apr2015,79,LibDem candidate tweets,social_media,tweet,.053932585,.0050561796,.020786516,.13426967,.0084269661,.042134833,.002247191,.010674157,.055056181, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26,4,26apr2015,79,LibDem candidate tweets,social_media,tweet,.075374529,.0056179776,.025749063,.090823971,.0098314611,.032303371,.0023408239,.019662922,.089887641, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
27,4,27apr2015,79,LibDem candidate tweets,social_media,tweet,.067288801,.01719057,.023084478,.092829078,.014243615,.070235759,.0049115913,.023084478,.074656188, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
28,4,28apr2015,79,LibDem candidate tweets,social_media,tweet,.055976432,.018518519,.026094276,.084595956,.0058922558,.085016832,.0042087543,.022306398,.054713804, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
29,4,29apr2015,79,LibDem candidate tweets,social_media,tweet,.047886107,.028041415,.025452977,.12683348,.017256256,.11044004,.0051768767,.028472822,.060828302, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30,4,30apr2015,79,LibDem candidate tweets,social_media,tweet,.083074316,.024865782,.032777622,.066968068,.011020062,.050014127,.010737496,.040124331,.054817744, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,5,01may2015,79,LibDem candidate tweets,social_media,tweet,.060333762,.021394951,.020539153,.10911425,.014548566,.050064184,.0025673942,.021394951,.036799315, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,5,02may2015,79,LibDem candidate tweets,social_media,tweet,.067743614,.0057321521,.045857217,.066701405,.011464304,.027618552,.0026055237,.022928609,.047420532, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,5,03may2015,79,LibDem candidate tweets,social_media,tweet,.048728812,.0050847456,.041949153,.082627118,.0088983048,.054237287,.0084745763,.019915255,.03983051, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,5,04may2015,79,LibDem candidate tweets,social_media,tweet,.071621098,.0042356565,.023488641,.083172895,.020023104,.0477474,.0061609549,.017712746,.044281863, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,5,05may2015,79,LibDem candidate tweets,social_media,tweet,.034024626,.0064808815,.017822424,.072261825,.02073882,.033376541,.0012961762,.016850291,.048606612, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5,06may2015,79,LibDem candidate tweets,social_media,tweet,.055279322,.0029248318,.017841473,.079555422,.039777711,.044457443,.001754899,.013454227,.037437849, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5,07may2015,79,LibDem candidate tweets,social_media,tweet,.027405728,.0012363486,.0096847313,.08386565,.10199876,.027817845,.00041211621,.017102823,.029260252, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30,3,30mar2015,80,SNP candidate tweets,social_media,tweet,.042780749,.021390375,.03208556,.042780749,.01604278,.0053475937,0,.01604278,.021390375, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31,3,31mar2015,80,SNP candidate tweets,social_media,tweet,.035294119,.0039215689,.015686275,.031372551,.047058824,.015686275,.0039215689,.011764706,.019607844, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,4,01apr2015,80,SNP candidate tweets,social_media,tweet,.043636363,.0036363637,.021818181,.061818182,.014545455,.025454545,.0036363637,.0072727273,.039999999, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,4,02apr2015,80,SNP candidate tweets,social_media,tweet,.035121951,.087804876,.0078048781,.054634146,.038048781,.057560977,.022439023,.010731707,.013658537, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,4,03apr2015,80,SNP candidate tweets,social_media,tweet,.010245902,.026639344,.0040983604,.028688524,.010245902,.028688524,0,.0061475411,.018442623, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,4,04apr2015,80,SNP candidate tweets,social_media,tweet,.0072639226,.0096852304,.0096852304,.021791767,.014527845,.014527845,0,.033898305,.012106538, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,4,05apr2015,80,SNP candidate tweets,social_media,tweet,.0035842294,.0035842294,.0035842294,.025089607,.032258064,.017921148,0,.0035842294,.0071684588, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,4,06apr2015,80,SNP candidate tweets,social_media,tweet,.021739131,0,0,.047101449,.0072463769,.018115941,0,.0036231885,.043478262, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,4,07apr2015,80,SNP candidate tweets,social_media,tweet,.044009779,.039119806,.044009779,.03178484,.0073349634,.036674816,0,.0097799515,.03422983, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,4,08apr2015,80,SNP candidate tweets,social_media,tweet,.044943821,.033707865,.014981274,.044943821,.014981274,.018726591,.0037453184,.011235955,.048689138, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,4,09apr2015,80,SNP candidate tweets,social_media,tweet,.016835017,.033670034,.013468013,.030303031,.1010101,.026936026,0,.0067340066,.023569023, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,4,10apr2015,80,SNP candidate tweets,social_media,tweet,.027027028,.0077220076,.019305019,.050193049,.042471044,.034749035,.0038610038,.0038610038,.023166023, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11,4,11apr2015,80,SNP candidate tweets,social_media,tweet,.046997391,0,.0026109661,.044386424,.015665796,.020887729,.0026109661,.015665796,.010443864, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,4,12apr2015,80,SNP candidate tweets,social_media,tweet,.06031746,.0095238099,.0095238099,.044444446,.022222223,.01904762,.0031746032,.0095238099,.01904762, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,4,13apr2015,80,SNP candidate tweets,social_media,tweet,.036144577,.0090361442,.0030120481,.015060241,.039156627,.021084337,.0030120481,0,.018072288, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
14,4,14apr2015,80,SNP candidate tweets,social_media,tweet,.016949153,.013559322,.010169491,.023728814,.033898305,.030508475,0,.0067796609,.033898305, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,4,15apr2015,80,SNP candidate tweets,social_media,tweet,.031468533,.0069930069,.020979021,.048951048,.013986014,.0034965035,0,.013986014,.031468533, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,4,16apr2015,80,SNP candidate tweets,social_media,tweet,.029680366,.18721461,.036529679,.04109589,.052511416,.022831051,.006849315,.006849315,.034246575, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
17,4,17apr2015,80,SNP candidate tweets,social_media,tweet,.011661808,.075801753,.017492712,.052478135,.069970846,.0087463558,.002915452,.011661808,.029154519, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18,4,18apr2015,80,SNP candidate tweets,social_media,tweet,.015243903,.0091463411,0,.021341464,.045731708,.018292682,0,.0060975607,.015243903, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,4,19apr2015,80,SNP candidate tweets,social_media,tweet,.016611295,.0033222591,.0099667776,.029900333,.0099667776,.036544852,.0033222591,.023255814,.029900333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20,4,20apr2015,80,SNP candidate tweets,social_media,tweet,.014778325,.0049261083,.0073891627,.022167487,.029556651,.017241379,0,.0024630541,.019704433, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21,4,21apr2015,80,SNP candidate tweets,social_media,tweet,.025806451,.0032258064,.0096774194,.038709678,.022580646,.029032258,0,.012903226,.035483871, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
22,4,22apr2015,80,SNP candidate tweets,social_media,tweet,.034782607,.0086956518,.014492754,.06666667,.020289855,.017391304,0,.0086956518,.037681159, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,4,23apr2015,80,SNP candidate tweets,social_media,tweet,.04296875,0,.01953125,.02734375,.01953125,.0234375,.00390625,.00390625,.03515625, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4,24apr2015,80,SNP candidate tweets,social_media,tweet,.01369863,.006849315,.006849315,.044520549,.017123288,.02739726,0,0,.017123288, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
25,4,25apr2015,80,SNP candidate tweets,social_media,tweet,.017045455,.0028409092,.0056818184,.028409092,.017045455,.0056818184,0,.0028409092,.05965909, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26,4,26apr2015,80,SNP candidate tweets,social_media,tweet,.027027028,.0030030031,.024024025,.018018018,.027027028,.030030031,0,.015015015,.039039038, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
27,4,27apr2015,80,SNP candidate tweets,social_media,tweet,.036057692,.0072115385,.009615385,.03846154,.067307696,.016826924,0,.014423077,.03846154, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
28,4,28apr2015,80,SNP candidate tweets,social_media,tweet,.022364218,.0095846644,.0063897762,.06709265,.031948883,.028753994,.0031948881,.0063897762,.047923323, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
29,4,29apr2015,80,SNP candidate tweets,social_media,tweet,.032941177,.0070588235,.016470589,.030588236,.068235293,.016470589,.0023529411,.011764706,.023529412, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30,4,30apr2015,80,SNP candidate tweets,social_media,tweet,.028000001,.0040000002,.0060000001,.035999998,.022,.014,0,.0080000004,.014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,5,01may2015,80,SNP candidate tweets,social_media,tweet,.020057306,.0028653296,.011461318,.022922637,.025787966,.0085959882,0,.011461318,.040114611, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,5,02may2015,80,SNP candidate tweets,social_media,tweet,.020872865,.0018975332,.0075901328,.036053132,.013282732,.0094876662,0,.0094876662,.020872865, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,5,03may2015,80,SNP candidate tweets,social_media,tweet,.024271844,.009708738,.009708738,.024271844,.024271844,.012135922,.0024271845,.024271844,.050970875, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,5,04may2015,80,SNP candidate tweets,social_media,tweet,.010498688,0,0,.034120735,.015748031,.01312336,0,.0026246719,.023622047, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,5,05may2015,80,SNP candidate tweets,social_media,tweet,.010660981,0,.010660981,.049040511,.029850746,.014925373,.0042643924,.012793177,.053304903, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,5,06may2015,80,SNP candidate tweets,social_media,tweet,.015184382,.0021691974,.010845987,.03253796,.050976139,.011930586,0,.0086767897,.031453364, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,5,07may2015,80,SNP candidate tweets,social_media,tweet,.0070921984,0,.0070921984,.017336486,.089046493,.021276595,0,.0078802202,.025216706, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30,3,30mar2015,81,PC candidate tweets,social_media,tweet,.018987341,.0063291141,.012658228,.050632913,0,.0063291141,.012658228,.037974682,.03164557, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31,3,31mar2015,81,PC candidate tweets,social_media,tweet,.096774191,.016129032,.028225806,.028225806,.012096774,.0080645159,0,.012096774,.0040322579, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,4,01apr2015,81,PC candidate tweets,social_media,tweet,.032110091,.0091743115,.04587156,.059633028,.0045871558,.0091743115,0,.032110091,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,4,02apr2015,81,PC candidate tweets,social_media,tweet,.046052631,.035526317,.018421052,.096052632,.013157895,.042105265,.018421052,.023684211,.0078947367, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,4,03apr2015,81,PC candidate tweets,social_media,tweet,.039800994,.082089551,.014925373,.037313432,.019900497,.029850746,.0099502485,.039800994,.02238806, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,4,04apr2015,81,PC candidate tweets,social_media,tweet,.016260162,.027100271,.01897019,.070460707,.0027100272,.010840109,0,.032520324,.054200541, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
5,4,05apr2015,81,PC candidate tweets,social_media,tweet,.028436018,.028436018,.033175357,.07109005,.014218009,.0047393367,0,.0094786733,.037914693, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6,4,06apr2015,81,PC candidate tweets,social_media,tweet,.052401748,.0043668123,.021834061,.048034936,.0043668123,.03930131,.0043668123,.048034936,.030567685, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
7,4,07apr2015,81,PC candidate tweets,social_media,tweet,.088235296,.021008404,.021008404,.05882353,.0084033618,.021008404,0,.016806724,.025210084, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
8,4,08apr2015,81,PC candidate tweets,social_media,tweet,.015936255,.031872511,.019920319,.083665341,.0039840639,.027888447,0,.035856575,.0079681277, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
9,4,09apr2015,81,PC candidate tweets,social_media,tweet,.020325202,.012195121,.020325202,.05284553,.020325202,.016260162,0,.056910571,.012195121, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10,4,10apr2015,81,PC candidate tweets,social_media,tweet,.020408163,.015306123,.053571429,.084183671,.010204081,.020408163,.0051020407,.038265307,.025510205, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
11,4,11apr2015,81,PC candidate tweets,social_media,tweet,.028469751,0,.035587188,.06405694,0,.0071174377,0,.039145909,.035587188, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
12,4,12apr2015,81,PC candidate tweets,social_media,tweet,.028735632,.0086206896,.020114943,.043103449,.0057471264,.014367816,0,.034482758,.02586207, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
13,4,13apr2015,81,PC candidate tweets,social_media,tweet,.037800688,0,.01718213,.034364261,0,.013745705,0,.065292098,.0068728523, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
14,4,14apr2015,81,PC candidate tweets,social_media,tweet,.042704627,.0035587188,.03202847,.060498219,.0071174377,.010676157,0,.028469751,.042704627, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
15,4,15apr2015,81,PC candidate tweets,social_media,tweet,.024561403,.03508772,.024561403,.077192985,.03508772,.031578947,.010526316,.049122807,.042105265, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
16,4,16apr2015,81,PC candidate tweets,social_media,tweet,.045751635,.27450982,.040849674,.060457516,.0081699351,.029411765,.011437909,.022875817,.03267974, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
17,4,17apr2015,81,PC candidate tweets,social_media,tweet,.01038961,.11168831,.033766232,.067532465,.018181818,.046753246,0,.041558441,.012987013, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
18,4,18apr2015,81,PC candidate tweets,social_media,tweet,.015337423,.024539877,0,.046012271,.0030674846,.027607363,0,.052147239,.012269938, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19,4,19apr2015,81,PC candidate tweets,social_media,tweet,.023076924,.0076923077,.023076924,.053846154,.0076923077,.026923077,.0038461538,.026923077,.01923077, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20,4,20apr2015,81,PC candidate tweets,social_media,tweet,.020920502,.0041841003,.012552301,.041841004,.016736401,.020920502,0,0,.025104603, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21,4,21apr2015,81,PC candidate tweets,social_media,tweet,.076335877,.034351144,.019083969,.072519086,.0038167939,.034351144,.0076335878,.053435113,.030534351, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
22,4,22apr2015,81,PC candidate tweets,social_media,tweet,.041666668,.054012347,.027777778,.10493827,.015432099,.043209877,.010802469,.054012347,.040123455, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
23,4,23apr2015,81,PC candidate tweets,social_media,tweet,.02052786,.017595308,.02052786,.079178885,.0058651026,.043988269,.0058651026,.055718474,.02052786, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
24,4,24apr2015,81,PC candidate tweets,social_media,tweet,.0090634441,.0060422961,.03021148,.069486402,.033232629,.01510574,.003021148,.033232629,.024169184, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
25,4,25apr2015,81,PC candidate tweets,social_media,tweet,.024793388,.005509642,.019283747,.027548209,.024793388,.022038568,0,.038567495,.030303031, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
26,4,26apr2015,81,PC candidate tweets,social_media,tweet,.026143791,.0032679739,.01633987,.045751635,.026143791,.01633987,0,.019607844,.03267974, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
27,4,27apr2015,81,PC candidate tweets,social_media,tweet,.055084746,.021186441,.033898305,.038135592,.016949153,.0084745763,.0042372881,.033898305,.029661017, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
28,4,28apr2015,81,PC candidate tweets,social_media,tweet,.028112451,.020080321,.028112451,.080321282,.0080321282,.032128513,.0040160641,.040160641,.020080321, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
29,4,29apr2015,81,PC candidate tweets,social_media,tweet,.044,.048,.016000001,.068000004,.0080000004,.024,.0080000004,.016000001,.02, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
30,4,30apr2015,81,PC candidate tweets,social_media,tweet,.056022409,.022408964,.016806724,.070028014,.014005602,.036414567,0,.050420169,.022408964, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1,5,01may2015,81,PC candidate tweets,social_media,tweet,.052631579,.010526316,.029824561,.089473687,.042105265,.012280702,.001754386,.024561403,.014035088, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2,5,02may2015,81,PC candidate tweets,social_media,tweet,.044321328,.011080332,.0083102491,.066481993,.058171745,.016620498,0,.02770083,.019390581, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3,5,03may2015,81,PC candidate tweets,social_media,tweet,.038123168,.008797654,.023460411,.046920821,.02052786,.04105572,0,.049853373,.014662757, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
4,5,04may2015,81,PC candidate tweets,social_media,tweet,.014124294,.0028248588,.0056497175,.059322033,.011299435,.01977401,0,.028248588,.011299435, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
